Datetime,Instrument,IBSymbol,LocalSymbol,ContractMonth,Expiry,Exchange,Currency,Multiplier,TradingClass,ConId,SecType,Open,High,Low,Close,Volume,Average,BarCount
2024-11-01 01:26:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19184.0,19184.0,19184.0,19184.0,0.0,19184.0,0
2024-11-01 01:27:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19184.0,19187.0,19184.0,19186.0,4.0,19185.8,4
2024-11-01 01:28:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19186.0,19186.0,19186.0,19186.0,1.0,19186.0,1
2024-11-01 01:29:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19191.0,19191.0,19191.0,19191.0,2.0,19191.0,2
2024-11-01 01:30:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19191.0,19191.0,19191.0,19191.0,0.0,19191.0,0
2024-11-01 01:31:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19185.0,19185.0,19185.0,19185.0,2.0,19185.0,2
2024-11-01 01:32:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19186.0,19188.0,19186.0,19188.0,6.0,19186.5,6
2024-11-01 01:33:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19188.0,19188.0,19188.0,19188.0,0.0,19188.0,0
2024-11-01 01:34:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19184.0,19188.0,19184.0,19188.0,6.0,19185.7,5
2024-11-01 01:35:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19191.0,19191.0,19191.0,19191.0,2.0,19191.0,2
2024-11-01 01:36:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19191.0,19191.0,19191.0,19191.0,0.0,19191.0,0
2024-11-01 01:37:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19191.0,19191.0,19191.0,19191.0,0.0,19191.0,0
2024-11-01 01:38:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19188.0,19188.0,19187.0,19187.0,3.0,19187.7,2
2024-11-01 01:39:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19184.0,19184.0,19182.0,19183.0,4.0,19183.3,3
2024-11-01 01:40:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19183.0,19183.0,19183.0,19183.0,0.0,19183.0,0
2024-11-01 01:41:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19183.0,19183.0,19183.0,19183.0,0.0,19183.0,0
2024-11-01 01:42:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19183.0,19183.0,19183.0,19183.0,0.0,19183.0,0
2024-11-01 01:43:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19183.0,19183.0,19183.0,19183.0,0.0,19183.0,0
2024-11-01 01:44:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19183.0,19183.0,19183.0,19183.0,0.0,19183.0,0
2024-11-01 01:45:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19185.0,19186.0,19184.0,19186.0,3.0,19185.0,3
2024-11-01 01:46:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19183.0,19185.0,19183.0,19185.0,3.0,19184.0,3
2024-11-01 01:47:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19181.0,19181.0,19181.0,19181.0,1.0,19181.0,1
2024-11-01 01:48:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19181.0,19181.0,19181.0,19181.0,0.0,19181.0,0
2024-11-01 01:49:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19181.0,19181.0,19181.0,19181.0,0.0,19181.0,0
2024-11-01 01:50:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19181.0,19181.0,19181.0,19181.0,0.0,19181.0,0
2024-11-01 01:51:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19181.0,19186.0,19181.0,19185.0,5.0,19184.0,5
2024-11-01 01:52:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19184.0,19184.0,19184.0,19184.0,3.0,19184.0,3
2024-11-01 01:53:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19181.0,19182.0,19180.0,19180.0,7.0,19181.1,4
2024-11-01 01:54:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19176.0,19176.0,19176.0,19176.0,2.0,19176.0,1
2024-11-01 01:55:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19178.0,19178.0,19178.0,19178.0,1.0,19178.0,1
2024-11-01 01:56:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19176.0,19178.0,19172.0,19178.0,11.0,19175.5,10
2024-11-01 01:57:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19178.0,19178.0,19175.0,19175.0,4.0,19176.8,3
2024-11-01 01:58:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19175.0,19175.0,19175.0,19175.0,0.0,19175.0,0
2024-11-01 01:59:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19173.0,19173.0,19173.0,19173.0,2.0,19173.0,1
2024-11-01 02:00:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19172.0,19172.0,19171.0,19172.0,4.0,19171.8,4
2024-11-01 02:01:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19178.0,19178.0,19178.0,19178.0,4.0,19178.0,3
2024-11-01 02:02:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19180.0,19182.0,19180.0,19182.0,4.0,19180.5,3
2024-11-01 02:03:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19182.0,19182.0,19182.0,19182.0,0.0,19182.0,0
2024-11-01 02:04:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19178.0,19178.0,19178.0,19178.0,2.0,19178.0,1
2024-11-01 02:05:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19178.0,19178.0,19178.0,19178.0,0.0,19178.0,0
2024-11-01 02:06:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19174.0,19179.0,19174.0,19179.0,3.0,19176.7,3
2024-11-01 02:07:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19179.0,19179.0,19179.0,19179.0,0.0,19179.0,0
2024-11-01 02:08:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19178.0,19179.0,19178.0,19179.0,4.0,19178.5,3
2024-11-01 02:09:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19177.0,19177.0,19172.0,19172.0,4.0,19173.3,2
2024-11-01 02:10:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19173.0,19175.0,19171.0,19175.0,6.0,19173.2,6
2024-11-01 02:11:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19175.0,19175.0,19175.0,19175.0,0.0,19175.0,0
2024-11-01 02:12:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19175.0,19175.0,19175.0,19175.0,0.0,19175.0,0
2024-11-01 02:13:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19175.0,19175.0,19175.0,19175.0,0.0,19175.0,0
2024-11-01 02:14:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19177.0,19177.0,19174.0,19174.0,3.0,19175.0,2
2024-11-01 02:15:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19174.0,19174.0,19172.0,19173.0,4.0,19173.0,4
2024-11-01 02:16:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19173.0,19174.0,19173.0,19173.0,3.0,19173.3,3
2024-11-01 02:17:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19173.0,19173.0,19173.0,19173.0,1.0,19173.0,1
2024-11-01 02:18:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19171.0,19171.0,19171.0,19171.0,1.0,19171.0,1
2024-11-01 02:19:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19171.0,19171.0,19171.0,19171.0,0.0,19171.0,0
2024-11-01 02:20:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19178.0,19178.0,19178.0,19178.0,1.0,19178.0,1
2024-11-01 02:21:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19180.0,19180.0,19178.0,19179.0,3.0,19179.0,3
2024-11-01 02:22:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19179.0,19179.0,19179.0,19179.0,0.0,19179.0,0
2024-11-01 02:23:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19179.0,19179.0,19179.0,19179.0,0.0,19179.0,0
2024-11-01 02:24:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19179.0,19179.0,19179.0,19179.0,0.0,19179.0,0
2024-11-01 02:25:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19179.0,19179.0,19179.0,19179.0,0.0,19179.0,0
2024-11-01 02:26:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19179.0,19179.0,19179.0,19179.0,0.0,19179.0,0
2024-11-01 02:27:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19176.0,19176.0,19176.0,19176.0,1.0,19176.0,1
2024-11-01 02:28:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19176.0,19176.0,19176.0,19176.0,0.0,19176.0,0
2024-11-01 02:29:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19170.0,19170.0,19168.0,19168.0,7.0,19169.6,6
2024-11-01 02:30:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19169.0,19170.0,19165.0,19166.0,10.0,19167.3,8
2024-11-01 02:31:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19164.0,19165.0,19163.0,19165.0,9.0,19163.8,9
2024-11-01 02:32:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19163.0,19164.0,19160.0,19160.0,7.0,19162.4,7
2024-11-01 02:33:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19162.0,19162.0,19161.0,19161.0,4.0,19161.8,4
2024-11-01 02:34:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19161.0,19161.0,19158.0,19158.0,23.0,19159.0,16
2024-11-01 02:35:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19159.0,19161.0,19156.0,19161.0,5.0,19159.2,5
2024-11-01 02:36:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19163.0,19163.0,19160.0,19160.0,6.0,19160.8,5
2024-11-01 02:37:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19161.0,19161.0,19159.0,19161.0,10.0,19160.3,6
2024-11-01 02:38:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19161.0,19167.0,19161.0,19167.0,6.0,19163.0,6
2024-11-01 02:39:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19169.0,19169.0,19167.0,19167.0,2.0,19168.0,2
2024-11-01 02:40:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19169.0,19169.0,19169.0,19169.0,1.0,19169.0,1
2024-11-01 02:41:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19169.0,19169.0,19169.0,19169.0,0.0,19169.0,0
2024-11-01 02:42:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19170.0,19170.0,19170.0,19170.0,1.0,19170.0,1
2024-11-01 02:43:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19167.0,19167.0,19167.0,19167.0,1.0,19167.0,1
2024-11-01 02:44:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19167.0,19167.0,19167.0,19167.0,0.0,19167.0,0
2024-11-01 02:45:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19167.0,19167.0,19167.0,19167.0,0.0,19167.0,0
2024-11-01 02:46:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19167.0,19167.0,19167.0,19167.0,0.0,19167.0,0
2024-11-01 02:47:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19167.0,19167.0,19167.0,19167.0,0.0,19167.0,0
2024-11-01 02:48:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19163.0,19163.0,19163.0,19163.0,3.0,19163.0,1
2024-11-01 02:49:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19162.0,19162.0,19162.0,19162.0,3.0,19162.0,1
2024-11-01 02:50:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19161.0,19161.0,19161.0,19161.0,1.0,19161.0,1
2024-11-01 02:51:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19162.0,19162.0,19162.0,19162.0,2.0,19162.0,2
2024-11-01 02:52:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19160.0,19160.0,19160.0,19160.0,3.0,19160.0,3
2024-11-01 02:53:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19160.0,19160.0,19160.0,19160.0,0.0,19160.0,0
2024-11-01 02:54:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19158.0,19158.0,19158.0,19158.0,2.0,19158.0,2
2024-11-01 02:55:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19157.0,19157.0,19155.0,19156.0,7.0,19156.1,6
2024-11-01 02:56:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19160.0,19160.0,19159.0,19159.0,2.0,19159.5,2
2024-11-01 02:57:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19161.0,19163.0,19161.0,19163.0,2.0,19162.0,2
2024-11-01 02:58:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19163.0,19163.0,19163.0,19163.0,0.0,19163.0,0
2024-11-01 02:59:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19163.0,19163.0,19163.0,19163.0,0.0,19163.0,0
2024-11-01 03:00:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19163.0,19163.0,19163.0,19163.0,0.0,19163.0,0
2024-11-01 03:01:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19157.0,19159.0,19157.0,19159.0,3.0,19157.7,2
2024-11-01 03:02:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19159.0,19159.0,19159.0,19159.0,0.0,19159.0,0
2024-11-01 03:03:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19160.0,19160.0,19160.0,19160.0,1.0,19160.0,1
2024-11-01 03:04:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19155.0,19155.0,19154.0,19155.0,12.0,19154.9,7
2024-11-01 03:05:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19156.0,19156.0,19156.0,19156.0,1.0,19156.0,1
2024-11-01 03:06:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19156.0,19156.0,19156.0,19156.0,0.0,19156.0,0
2024-11-01 03:07:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19156.0,19156.0,19155.0,19155.0,3.0,19155.7,3
2024-11-01 03:08:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19153.0,19154.0,19152.0,19154.0,13.0,19153.0,5
2024-11-01 03:09:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19154.0,19154.0,19154.0,19154.0,0.0,19154.0,0
2024-11-01 03:10:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19151.0,19152.0,19151.0,19152.0,3.0,19151.7,3
2024-11-01 03:11:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19150.0,19150.0,19149.0,19149.0,4.0,19149.8,4
2024-11-01 03:12:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19145.0,19145.0,19143.0,19143.0,13.0,19143.7,6
2024-11-01 03:13:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19143.0,19143.0,19137.0,19140.0,13.0,19140.8,13
2024-11-01 03:14:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19138.0,19144.0,19137.0,19143.0,4.0,19140.5,4
2024-11-01 03:15:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19143.0,19143.0,19143.0,19143.0,0.0,19143.0,0
2024-11-01 03:16:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19144.0,19144.0,19144.0,19144.0,1.0,19144.0,1
2024-11-01 03:17:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19144.0,19144.0,19144.0,19144.0,0.0,19144.0,0
2024-11-01 03:18:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19144.0,19144.0,19144.0,19144.0,0.0,19144.0,0
2024-11-01 03:19:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19144.0,19144.0,19144.0,19144.0,0.0,19144.0,0
2024-11-01 03:20:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19154.0,19154.0,19154.0,19154.0,1.0,19154.0,1
2024-11-01 03:21:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19154.0,19154.0,19154.0,19154.0,0.0,19154.0,0
2024-11-01 03:22:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19153.0,19155.0,19153.0,19155.0,2.0,19154.0,2
2024-11-01 03:23:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19155.0,19155.0,19155.0,19155.0,0.0,19155.0,0
2024-11-01 03:24:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19161.0,19163.0,19160.0,19160.0,8.0,19161.5,7
2024-11-01 03:25:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19162.0,19162.0,19162.0,19162.0,1.0,19162.0,1
2024-11-01 03:26:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19162.0,19162.0,19162.0,19162.0,0.0,19162.0,0
2024-11-01 03:27:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19163.0,19163.0,19163.0,19163.0,1.0,19163.0,1
2024-11-01 03:28:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19163.0,19163.0,19163.0,19163.0,0.0,19163.0,0
2024-11-01 03:29:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19163.0,19163.0,19163.0,19163.0,0.0,19163.0,0
2024-11-01 03:30:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19163.0,19163.0,19163.0,19163.0,0.0,19163.0,0
2024-11-01 03:31:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19163.0,19163.0,19163.0,19163.0,0.0,19163.0,0
2024-11-01 03:32:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19163.0,19163.0,19163.0,19163.0,0.0,19163.0,0
2024-11-01 03:33:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19161.0,19161.0,19161.0,19161.0,1.0,19161.0,1
2024-11-01 03:34:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19161.0,19161.0,19161.0,19161.0,0.0,19161.0,0
2024-11-01 03:35:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19161.0,19161.0,19161.0,19161.0,1.0,19161.0,1
2024-11-01 03:36:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19161.0,19161.0,19161.0,19161.0,0.0,19161.0,0
2024-11-01 03:37:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19161.0,19161.0,19161.0,19161.0,0.0,19161.0,0
2024-11-01 03:38:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19161.0,19161.0,19161.0,19161.0,0.0,19161.0,0
2024-11-01 03:39:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19161.0,19161.0,19161.0,19161.0,0.0,19161.0,0
2024-11-01 03:40:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19161.0,19161.0,19161.0,19161.0,2.0,19161.0,2
2024-11-01 03:41:00,FDAX,DAX,FDAX DEC 24,202412,20241220,EUREX,EUR,25,FDAX,540729684,FUT,19160.0,19162.0,19160.0,19162.0,2.0,19161.0,2
